Match_ID,Date,Year,Format,Opponent,Venue,City,Innings,Batting_Position,Runs,Balls,Fours,Sixes,Strike_Rate,Dismissal,Not_Out,Hundred,Fifty,Result,Player_of_Match,Captaincy,Captaincy_Basis,City_Source
1348654,01-03-2023,2023,Test,Australia,"Holkar Cricket Stadium, Indore",Indore,1,4,22,52,2,0,42.31,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1348654,01-03-2023,2023,Test,Australia,"Holkar Cricket Stadium, Indore",Indore,3,4,13,26,2,0,50,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1348655,09-03-2023,2023,Test,Australia,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2,4,186,364,15,0,51.1,caught,No,Yes,No,No Result/Tie,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
1348656,17-03-2023,2023,ODI,Australia,"Wankhede Stadium, Mumbai",Mumbai,2,3,4,9,1,0,44.44,lbw,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1348657,19-03-2023,2023,ODI,Australia,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,1,3,31,35,4,0,88.57,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1348658,22-03-2023,2023,ODI,Australia,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,3,54,72,2,1,75,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1358412,07-06-2023,2023,Test,Australia,"Kennington Oval, London",London,2,4,14,31,2,0,45.16,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1358412,07-06-2023,2023,Test,Australia,"Kennington Oval, London",London,4,4,49,78,7,0,62.82,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1381212,12-07-2023,2023,Test,West Indies,"Windsor Park, Roseau, Dominica",Roseau,2,4,76,182,5,0,41.76,caught,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1381213,20-07-2023,2023,Test,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",Port of Spain,1,4,121,206,11,0,58.74,run out,No,Yes,No,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
1388394,02-09-2023,2023,ODI,Pakistan,Pallekele International Cricket Stadium,Kandy,1,3,4,7,1,0,57.14,bowled,No,No,No,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
1388406,10-09-2023,2023,ODI,Pakistan,"R Premadasa Stadium, Colombo",Colombo,1,3,122,94,9,3,129.79,Not Out,Yes,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
1388407,12-09-2023,2023,ODI,Sri Lanka,"R Premadasa Stadium, Colombo",Colombo,1,3,3,12,0,0,25,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1389390,27-09-2023,2023,ODI,Australia,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot,2,3,56,61,5,1,91.8,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1384396,08-10-2023,2023,ODI,Australia,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,3,85,116,6,0,73.28,caught,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1384403,14-10-2023,2023,ODI,Pakistan,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2,3,16,18,3,0,88.89,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1384408,19-10-2023,2023,ODI,Bangladesh,"Maharashtra Cricket Association Stadium, Pune",Pune,2,3,103,97,6,4,106.19,Not Out,Yes,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
1384412,22-10-2023,2023,ODI,New Zealand,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,2,3,95,104,8,2,91.35,caught,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1384420,29-10-2023,2023,ODI,England,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,1,3,0,9,0,0,0,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1384424,02-11-2023,2023,ODI,Sri Lanka,"Wankhede Stadium, Mumbai",Mumbai,1,3,88,94,11,0,93.62,caught,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1384428,05-11-2023,2023,ODI,South Africa,"Eden Gardens, Kolkata",Kolkata,1,3,101,121,10,0,83.47,Not Out,Yes,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
1384436,12-11-2023,2023,ODI,Netherlands,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,1,3,51,56,5,1,91.07,bowled,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1384437,15-11-2023,2023,ODI,New Zealand,"Wankhede Stadium, Mumbai",Mumbai,1,3,117,113,9,2,103.54,caught,No,Yes,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1384439,19-11-2023,2023,ODI,Australia,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,3,54,63,4,0,85.71,bowled,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1387603,26-12-2023,2023,Test,South Africa,"SuperSport Park, Centurion",Centurion,1,4,38,64,5,0,59.38,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1387603,26-12-2023,2023,Test,South Africa,"SuperSport Park, Centurion",Centurion,3,4,76,82,12,1,92.68,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1387604,03-01-2024,2024,Test,South Africa,"Newlands, Cape Town",Cape Town,2,4,46,59,6,1,77.97,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1387604,03-01-2024,2024,Test,South Africa,"Newlands, Cape Town",Cape Town,4,4,12,11,2,0,109.09,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1415708,05-06-2024,2024,T20,Ireland,"Nassau County International Cricket Stadium, New York",New York,2,2,1,5,0,0,20,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1415719,09-06-2024,2024,T20,Pakistan,"Nassau County International Cricket Stadium, New York",New York,1,2,4,3,1,0,133.33,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1415725,12-06-2024,2024,T20,United States of America,"Nassau County International Cricket Stadium, New York",New York,2,2,0,1,0,0,0,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1415747,22-06-2024,2024,T20,Bangladesh,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,1,2,37,28,1,3,132.14,bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1415751,24-06-2024,2024,T20,Australia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,1,2,0,5,0,0,0,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1415754,27-06-2024,2024,T20,England,"Providence Stadium, Guyana",Providence,1,2,9,9,0,1,100,bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1415755,29-06-2024,2024,T20,South Africa,"Kensington Oval, Bridgetown, Barbados",Bridgetown,1,2,76,59,6,2,128.81,caught,No,No,Yes,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
1442990,02-08-2024,2024,ODI,Sri Lanka,"R Premadasa Stadium, Colombo",Colombo,2,3,24,32,2,0,75,lbw,No,No,No,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
1442991,04-08-2024,2024,ODI,Sri Lanka,"R Premadasa Stadium, Colombo",Colombo,2,3,14,19,2,0,73.68,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1442992,07-08-2024,2024,ODI,Sri Lanka,"R Premadasa Stadium, Colombo",Colombo,2,3,20,18,4,0,111.11,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439891,19-09-2024,2024,Test,Bangladesh,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,4,6,6,0,0,100,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439891,19-09-2024,2024,Test,Bangladesh,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,3,4,17,37,2,0,45.95,lbw,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439892,27-09-2024,2024,Test,Bangladesh,"Green Park, Kanpur",Kanpur,2,5,47,35,4,1,134.29,bowled,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439892,27-09-2024,2024,Test,Bangladesh,"Green Park, Kanpur",Kanpur,4,4,29,37,4,0,78.38,Not Out,Yes,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439896,16-10-2024,2024,Test,New Zealand,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,1,3,0,9,0,0,0,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439896,16-10-2024,2024,Test,New Zealand,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,3,3,70,102,8,1,68.63,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439897,24-10-2024,2024,Test,New Zealand,"Maharashtra Cricket Association Stadium, Pune",Pune,2,4,1,9,0,0,11.11,bowled,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439897,24-10-2024,2024,Test,New Zealand,"Maharashtra Cricket Association Stadium, Pune",Pune,4,4,17,40,2,0,42.5,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439898,01-11-2024,2024,Test,New Zealand,"Wankhede Stadium, Mumbai",Mumbai,2,5,4,6,1,0,66.67,run out,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439898,01-11-2024,2024,Test,New Zealand,"Wankhede Stadium, Mumbai",Mumbai,4,4,1,7,0,0,14.29,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1426555,22-11-2024,2024,Test,Australia,Perth Stadium,Perth,1,4,5,12,0,0,41.67,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1426555,22-11-2024,2024,Test,Australia,Perth Stadium,Perth,3,4,100,143,8,2,69.93,Not Out,Yes,Yes,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1426556,06-12-2024,2024,Test,Australia,Adelaide Oval,Adelaide,1,4,7,8,1,0,87.5,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1426556,06-12-2024,2024,Test,Australia,Adelaide Oval,Adelaide,3,4,11,21,1,0,52.38,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1426557,14-12-2024,2024,Test,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,2,4,3,16,0,0,18.75,caught,No,No,No,No Result/Tie,No,Non-Captain,International captaincy tenure by format,Cricsheet
1426558,26-12-2024,2024,Test,Australia,Melbourne Cricket Ground,Melbourne,2,4,36,86,4,0,41.86,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1426558,26-12-2024,2024,Test,Australia,Melbourne Cricket Ground,Melbourne,4,4,5,29,0,0,17.24,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1426559,03-01-2025,2025,Test,Australia,Sydney Cricket Ground,Sydney,1,4,17,69,0,0,24.64,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1426559,03-01-2025,2025,Test,Australia,Sydney Cricket Ground,Sydney,3,4,6,12,1,0,50,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439905,09-02-2025,2025,ODI,England,"Barabati Stadium, Cuttack",Cuttack,2,3,5,8,1,0,62.5,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1439906,12-02-2025,2025,ODI,England,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,3,52,55,7,1,94.55,caught,No,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1466415,20-02-2025,2025,ODI,Bangladesh,Dubai International Cricket Stadium,Dubai,2,3,22,38,1,0,57.89,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1466418,23-02-2025,2025,ODI,Pakistan,Dubai International Cricket Stadium,Dubai,2,3,100,111,7,0,90.09,Not Out,Yes,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
1466425,02-03-2025,2025,ODI,New Zealand,Dubai International Cricket Stadium,Dubai,1,3,11,14,2,0,78.57,caught,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1466426,04-03-2025,2025,ODI,Australia,Dubai International Cricket Stadium,Dubai,2,3,84,98,5,0,85.71,caught,No,No,Yes,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
1466428,09-03-2025,2025,ODI,New Zealand,Dubai International Cricket Stadium,Dubai,2,3,1,2,0,0,50,lbw,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1478904,19-10-2025,2025,ODI,Australia,Perth Stadium,Perth,1,3,0,8,0,0,0,caught,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1478905,23-10-2025,2025,ODI,Australia,Adelaide Oval,Adelaide,1,3,0,4,0,0,0,lbw,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1478906,25-10-2025,2025,ODI,Australia,Sydney Cricket Ground,Sydney,2,3,74,81,7,0,91.36,Not Out,Yes,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1479573,30-11-2025,2025,ODI,South Africa,"JSCA International Stadium Complex, Ranchi",Ranchi,1,3,135,120,11,7,112.5,caught,No,Yes,No,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
1479574,03-12-2025,2025,ODI,South Africa,"Shaheed Veer Narayan Singh International Stadium, Raipur",Raipur,1,3,102,93,7,2,109.68,caught,No,Yes,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1479575,06-12-2025,2025,ODI,South Africa,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,2,3,65,45,6,3,144.44,Not Out,Yes,No,Yes,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1490231,11-01-2026,2026,ODI,New Zealand,"Kotambi Stadium, Vadodara",Vadodara,2,3,93,91,8,1,102.2,caught,No,No,Yes,Win,Yes,Non-Captain,International captaincy tenure by format,Cricsheet
1490232,14-01-2026,2026,ODI,New Zealand,"Niranjan Shah Stadium, Rajkot",Rajkot,1,3,23,29,2,0,79.31,bowled,No,No,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1490233,18-01-2026,2026,ODI,New Zealand,"Holkar Cricket Stadium, Indore",Indore,2,3,124,108,10,3,114.81,caught,No,Yes,No,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1496579,14-07-2026,2026,ODI,England,"Edgbaston, Birmingham",Birmingham,2,3,5,6,1,0,83.33,lbw,No,No,No,Win,No,Non-Captain,International captaincy tenure by format,Cricsheet
1496580,16-07-2026,2026,ODI,England,"Sophia Gardens, Cardiff",Cardiff,1,3,65,66,8,0,98.48,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
1496581,19-07-2026,2026,ODI,England,"Lord's, London",London,2,3,74,60,4,3,123.33,caught,No,No,Yes,Loss,No,Non-Captain,International captaincy tenure by format,Cricsheet
